#Gene	TotalClinvarVariants	PLpMissense	BenignMissense	PLpNullVariants	PLpNonNullVariants
PHOX2B:8929|PHOX2B-AS1:105374425	159	0	73	8	1
C12orf60:144608|SMCO3:440087	8	0	8	0	0
PLAT:5327	36	0	17	0	0
TRAIP:10293	102	1	38	3	1
TBL3:10607|NOXO1:124056	18	0	18	0	0
ZNF345:25850|ZNF829:374899	7	0	7	0	0
TDRD5:163589	25	0	23	0	0
PDZD4:57595	17	0	16	0	0
AKAP9:10142|LOC121175350:121175350	31	0	18	0	0
SCEL:8796	17	1	14	0	1
TCIRG1:10312	1118	8	390	122	14
RASD2:23551	4	0	4	0	0
OR4M1:441670	12	0	11	0	0
FNDC7:163479	18	0	18	0	0
HSPA6:3310	22	0	21	0	0
SGO2:151246	12	0	9	1	0
QRFP:347148	15	0	13	0	0
ST6GALNAC1:55808	16	0	16	0	0
GALNT12:79695	1079	0	612	0	0
GLG1:2734	29	0	24	0	0
ARHGEF11:9826	18	0	16	0	0
LARS2:23395|LARS2-AS1:100885795	113	5	35	7	5
VPS13C:54832|VPS13C-DT:101928907	1	0	0	0	0
PLS3:5358	159	3	40	19	5
ALKBH3:221120	7	0	6	0	0
PPCS:79717|CCDC30:728621	189	2	89	0	3
PCGF2:7703|CISD3:284106	52	0	38	0	0
FAM185A:222234	7	0	7	0	0
GALR2:8811	14	0	13	0	0
KPTN:11133	126	0	50	8	3
CARD14:79092	580	8	263	2	11
AATK:9625|PVALEF:388428	1	0	1	0	0
FAM43B:163933	10	0	10	0	0
CCL11:6356	3	0	2	0	0
SCRN1:9805	16	0	15	0	0
SLC6A5:9152	679	10	303	30	11
VPS9D1:9605|VPS9D1-AS1:100128881	5	0	3	0	0
ONECUT2:9480	19	0	17	0	0
PCDHA9:9752|PCDHA@:56117|PCDHAC2:56134|PCDHAC1:56135|PCDHA13:56136|PCDHA12:56137|PCDHA11:56138|PCDHA10:56139|PCDHA8:56140|PCDHA7:56141	15	0	15	0	0
FAM200C:63920	1	0	0	0	0
TTLL7:79739	15	0	14	0	0
NPSR1:387129	2	0	2	0	0
BLOC1S4:55330	9	0	9	0	0
LRRC56:115399	250	1	107	12	1
STKLD1:169436	9	0	9	0	0
SOS1:6654	1378	49	623	3	52
COL4A2:1284|COL4A2-AS2:100129836	108	0	37	4	0
NFIB:4781	56	4	25	11	5
C3orf22:152065|CHST13:166012	10	0	10	0	0
FSTL1:11167	1	0	1	0	0
FADD:8772	95	1	48	1	1
GBP4:115361	11	0	9	0	0
OR4C13:283092	14	0	14	0	0
ITGA9:3680|ITGA9-AS1:101928153	9	0	5	0	0
KIFC2:90990	26	0	25	0	0
MT-CYB:4519	314	4	257	3	21
OSGEPL1:64172|ANKAR:150709	13	0	11	0	0
HEATR4:399671|ACOT1:641371	54	0	49	1	0
TOGARAM1:23116	16	2	7	5	3
KRT40:125115	18	0	18	0	0
STAR:6770|LOC108863620:108863620	5	0	0	0	0
NF1:4763|OMG:4974	8	0	6	0	0
LPAR4:2846	10	0	10	0	0
OR2AG1:144125	17	0	15	0	0
MCOLN2:255231	15	0	11	0	0
FRRS1:391059	17	0	17	0	0
RBM15B:29890	27	0	27	0	0
LARP7:51574|MIR302CHG:109864269	122	0	36	32	4
TWIST2:117581	21	3	8	4	3
HCRTR2:3062	11	0	9	0	0
BNIP2:663	11	0	6	0	0
DHTKD1:55526	589	2	272	25	4
OR6C3:254786	14	0	13	0	0
BCL2:596	2	0	1	0	0
PTPN3:5774	21	0	20	0	0
PKM:5315	14	0	7	0	0
SERPINB2:5055	15	0	10	0	0
DEFB119:245932	5	0	5	0	0
GDPD2:54857	6	0	6	0	0
NAGLU:4669	1052	58	432	115	58
CLEC5A:23601	5	0	5	0	0
RGS5:8490	3	0	3	0	0
HBS1L:10767	14	0	9	0	0
C3orf62:375341	2	0	2	0	0
OR8B8:26493	5	0	5	0	0
KRTDAP:388533	4	0	3	0	0
ZNF484:83744	18	0	18	0	0
WBP4:11193	15	0	13	0	0
CNEP1R1:255919	1	0	1	0	0
NLRP11:204801	43	0	29	0	0
NEMF:9147|KLHDC2:23588	8	0	6	0	0
RHEB:6009	7	4	1	0	4
PXDN:7837	335	3	91	12	5
ZNF467:168544	21	0	16	0	0
KLHL9:55958	99	0	57	0	0
PHYHD1:254295	8	0	8	0	0
ZNF451:26036|ZNF451-AS1:101927211	19	0	19	0	0
SLC16A1:6566	205	1	70	8	4
SCG2:7857	15	0	14	0	0
UFM1:51569	27	1	10	0	2
NT5DC1:221294	11	0	11	0	0
GPBP1L1:60313	9	0	9	0	0
CSN1S1:1446	8	0	6	0	0
LBHD1:79081|CSKMT:751071	1	0	0	0	0
MT-TG:4563	30	0	0	0	2
DSG4:147409|DSG1-AS1:101927718	187	2	92	8	5
C1QTNF2:114898	14	0	14	0	0
ZMYND12:84217	11	0	10	0	0
HMG20A:10363	9	0	9	0	0
FOXB1:27023	6	0	6	0	0
IQCA1:79781	20	0	20	0	0
ACTC1:70|GJD2-DT:101928174	628	14	203	5	15
EYA2:2139	21	0	21	0	0
LIPT1:51601|TSGA10:80705	2	0	0	0	0
ZNF844:284391	20	0	17	0	0
PEX19:5824	360	1	143	12	1
SMARCAL1:50485	894	12	273	71	15
TXNRD3:114112|TXNRD3NB:645840	6	0	4	0	0
SERPINI1:5274	274	5	149	0	5
PACSIN1:29993	6	0	6	0	0
OR5AK2:390181	7	0	7	0	0
PTPDC1:138639	10	0	8	0	0
MARVELD3:91862	12	0	12	0	0
CD300E:342510|LOC101928343:101928343	4	0	4	0	0
INCA1:388324|CAMTA2-AS1:101927979	4	0	4	0	0
LIN7A:8825	6	0	4	0	0
RNF182:221687	6	0	6	0	0
MGAT5B:146664	17	0	17	0	0
PLEKHA3:65977	7	0	7	0	0
CFAP206:154313	13	0	11	1	0
VWA1:64856	44	0	26	5	1
DENND4C:55667	43	0	43	0	0
MYOM2:9172	74	0	71	0	0
KRT18:3875|LOC106096416:106096416	19	0	14	0	0
TUBD1:51174	10	0	8	0	0
L3MBTL2:83746|L3MBTL2-AS1:100506544	4	0	3	0	0
SCUBE1:80274	35	0	28	0	0
PTPRJ:5795	37	1	31	0	1
DHDH:27294	21	0	21	0	0
SENP8:123228	4	0	3	0	0
CXXC4:80319|CXXC4-AS1:101929468	1	0	1	0	0
PGM5:5239	19	0	17	0	0
ANKHD1-EIF4EBP3:404734	3	0	0	0	0
ANHX:647589	13	0	13	0	0
MRPL13:28998	3	0	2	0	0
NEUROD2:4761	30	3	21	0	3
SMARCB1:6598|DERL3:91319	8	0	4	0	0
DNAJC11:55735	16	0	13	0	0
GET1:7485|LCA5L:150082|GET1-SH3BGR:106865373	17	0	17	0	0
MAGOHB:55110	3	0	2	0	0
OR5H14:403273	14	0	14	0	0
UNC93B1:81622	318	0	155	5	0
TTPAL:79183	3	0	3	0	0
EPPK1:83481	97	0	96	0	0
FAM47C:442444	39	0	39	0	0
CYP21A2:1589|TNXB:7148	13	0	3	0	0
AMZ1:155185	33	0	28	0	0
COL6A3:1293	2728	18	1430	89	26
CYP3A5:1577|ZSCAN25:221785	14	0	10	0	0
APRT:353|GALNS:2588	16	0	2	0	0
CDS2:8760	6	0	6	0	0
XKR8:55113	8	0	8	0	0
NRN1L:123904	7	0	7	0	0
TRIQK:286144	3	0	2	0	0
LCAT:3931	139	16	61	5	17
WDR77:79084	6	0	6	0	0
PKD2:5311	749	14	279	159	22
QNG1:84267	4	0	3	0	0
IL12B:3593	185	0	74	5	1
R3HDM2:22864	13	0	12	0	0
P2RY1:5028|LOC123230395:123230395	3	0	3	0	0
TCF4:6925|TCF4-AS1:105372127	65	1	18	2	1
SLC7A9:11136	252	14	54	24	21
BCS1L:617|ZNF142:7701	1	0	0	0	0
TRMT10A:93587	105	1	52	6	2
GNB1:2782	212	18	58	7	21
PTPRD:5789	68	0	37	0	0
PPP1R13B:23368	37	0	32	0	0
SH3BP5:9467|SH3BP5-AS1:100505696	8	0	6	0	0
DKC1:1736	314	20	116	2	22
STMN2:11075	2	0	2	0	0
NOTO:344022	8	0	8	0	0
RGS13:6003	3	0	3	0	0
ARHGAP28:79822	16	0	16	0	0
TSHZ2:128553	26	0	26	0	0
PDXP:57026	13	0	13	0	0
CASK:8573	589	22	173	94	32
UNCX:340260	24	0	24	0	0
SLC20A1:6574	9	0	8	0	0
TNFAIP3:7128	371	2	203	37	4
OR1L4:254973	9	0	9	0	0
OSBPL5:114879	51	0	41	0	0
PIK3C2B:5287	45	0	37	0	0
DIRC3:729582|DIRC3-AS1:105373877	1	0	0	0	0
HOXA7:3204	2	0	2	0	0
EBF3:253738	155	29	40	38	38
CHST5:23563	17	0	17	0	0
RHBDL3:162494	8	0	8	0	0
SEM1:7979	2	0	0	0	0
OR2A25:392138	10	0	9	0	0
CLDN12:9069	3	0	3	0	0
FGF8:2253|LOC109136576:109136576	1	0	0	0	0
ADAM12:8038	28	0	23	0	0
CLCC1:23155	261	1	128	0	1
MAP10:54627	28	0	25	0	0
B3GAT2:135152	8	0	8	0	0
CCDC17:149483	24	0	24	0	0
LMCD1:29995	12	0	12	0	0
SFRP5:6425	11	0	11	0	0
OR5A2:219981	7	0	7	0	0
CASC8:727677	1	0	0	0	0
HAUS1:115106	12	0	11	0	0
ADA:100|LOC107303343:107303343	89	1	18	7	3
APOBEC3B:9582|APOBEC3B-AS1:100874530	4	0	4	0	0
PTGFR:5737	6	0	6	0	0
NPAT:4863	1224	0	764	0	0
FAM83A:84985	9	0	8	0	0
C1RL:51279	8	0	8	0	0
CCP110:9738	30	0	24	0	0
ARHGAP15:55843|ARHGAP15-AS1:105373654	6	0	6	0	0
ERBB2:2064	533	15	217	12	19
PHIP:55023|IRAK1BP1:134728	199	1	65	21	10
NDOR1:27158	26	0	26	0	0
OR8A1:390275	7	0	7	0	0
DICER1:23405	5359	39	2515	486	81
YARS1:8565|S100PBP:64766	42	1	4	0	1
KIAA0825:285600	14	0	11	0	0
HOXC4:3221|HOXC5:3222|LOC110121456:110121456	4	0	3	0	0
CYP1A2:1544	15	0	12	0	0
TMOD3:29766	10	0	10	0	0
ZDHHC7:55625	5	0	5	0	0
GNAL:2774|MPPE1:65258	4	0	4	0	0
ASCC3:10973	63	0	50	1	0
GPC2:221914	20	0	20	0	0
RHOBTB1:9886	10	0	10	0	0
DYNAP:284254	4	0	3	0	0
C19orf84:147646	2	0	2	0	0
IVL:3713	47	0	37	0	0
DRC3:83450	10	0	10	0	0
RPL29:6159	2	0	2	0	0
CCDC113:29070|PRSS54:221191	5	0	5	0	0
OR5K2:402135	7	0	7	0	0
BET1:10282	3	0	1	0	0
CADPS2:93664|RNF133:168433	7	0	7	0	0
POGLUT1:56983	171	5	60	12	6
BBS5:129880	249	6	90	27	14
MTRF1:9617	7	0	4	0	0
VPS45:11311	430	3	147	0	3
GRK4:2868	18	0	16	0	0
MAP4K1:11184|MAP4K1-AS1:105372397	3	0	3	0	0
CHMP2A:27243	3	0	3	0	0
UBE2C:11065	1	0	1	0	0
VAT1:10493	10	0	10	0	0
DNAJA3:9093	20	0	20	0	0
MOGAT2:80168	17	0	15	0	0
ORM2:5005	1	0	1	0	0
ZNF786:136051	31	0	31	0	0
OR8K1:390157	3	0	3	0	0
CD22:933	34	0	31	0	0
VPS51:738	30	1	17	2	1
NPVF:64111	9	0	9	0	0
TMEM132E:124842	182	3	85	0	3
LRRC69:100130742	7	0	7	0	0
C6:729	368	0	202	23	1
OR5W2:390148	7	0	7	0	0
SULT1C2:6819	13	0	10	0	0
MYT1:4661	58	1	30	0	1
AFTPH:54812	26	0	26	0	0
SLC14A1:6563	20	1	12	2	1
RHBDD1:84236	6	0	6	0	0
TTC21B:79809|TTC21B-AS1:100506134	109	0	48	6	2
DRG1:4733	4	0	2	1	0
MEX3A:92312	9	0	9	0	0
GLRX:2745	4	0	4	0	0
LOC124310574:124310574	1	0	0	0	0
COG5:10466|DUS4L:11062|DUS4L-BCAP29:115253422	26	0	0	0	1
BOK:666	9	0	9	0	0
INS:3630|INS-IGF2:723961	108	26	32	1	27
CBX3:11335	2	0	1	0	0
LMF1:64788|LMF1-AS1:101929387	6	0	2	0	0
APOB:338	3148	13	1800	109	18
IGFBP4:3487	4	1	2	0	1
DCAF11:80344	18	0	17	0	0
TMEM156:80008	7	0	7	0	0
PLA2G4C:8605|PLA2G4C-AS1:106144526	2	0	2	0	0
LDAH:60526	6	0	6	0	0
FHIT:2272|LOC107325936:107325936	1	0	0	0	1
GNB2:2783	27	3	19	0	5
DNAL1:83544	105	1	14	2	1
P2RY2:5029	16	0	15	0	0
GPR153:387509	40	1	37	0	1
MYO5A:4644	277	1	75	6	2
AIFM3:150209	11	0	11	0	0
RAB11FIP2:22841	12	0	12	0	0
NIFK:84365|NIFK-AS1:254128	3	0	2	0	0
DPM2:8818	106	2	26	2	2
MRPL51:51258	2	0	2	0	0
ZNF132:7691|ZNF324B:388569	21	0	21	0	0
SH3YL1:26751	9	0	8	0	0
KCNK3:3777	157	8	76	0	8
FBN1:2200	6129	914	1828	1244	1073
TMEM205:374882	4	0	4	0	0
CDK7:1022|CCDC125:202243	2	0	2	0	0
ZBTB8OS:339487	3	0	3	0	0
POLR1B:84172	66	3	25	0	3
GPR78:27201	25	0	21	0	0
SEMA4D:10507	29	0	24	0	0
ATG10:83734	5	0	4	0	0
PNLIPRP2:5408	2	0	2	0	0
REEP6:92840	229	2	104	16	2
PDE4C:5143	18	0	17	0	0
PRORP:9692|PPP2R3C:55012	1	0	0	0	0
CYP20A1:57404	15	0	14	0	0
SPG21:51324	126	1	26	7	1
KLF16:83855	8	0	8	0	0
NAGA:4668	184	1	61	5	2
IRF2BP1:26145	9	0	7	0	0
LPGAT1:9926	3	0	2	0	0
ACAD9:28976|ACAD9-DT:123706524	3	0	0	0	0
LMO7:4008|LMO7-AS1:101927155	2	0	2	0	0
SCG5:6447	3	0	0	0	0
ZFP36L2:678	18	1	15	1	1
KRTAP1-5:83895	10	0	10	0	0
ESF1:51575	20	0	18	0	0
ORAI3:93129	9	0	9	0	0
OR4F21:441308	13	0	13	0	0
FARP2:9855	61	0	46	0	0
ATRIP:84126|ATRIP-TREX1:111822955	146	0	76	1	0
MFRP:83552|C1QTNF5:114902	729	9	329	38	12
TRPM3:80036|KLF9-DT:101927086	28	1	24	0	1
CNNM1:26507	26	0	14	0	0
MED14:9282	14	0	11	0	0
ZFP69:339559	2	0	2	0	0
CEACAM16:388551	167	4	81	5	5
MOB3A:126308	10	0	9	0	0
RNF225:646862	16	0	16	0	0
CEP250:11190|CEP250-AS1:102725201	175	0	85	9	0
ZNF70:7621	17	0	14	0	0
POLA1:5422	418	3	193	2	6
DDIT4L:115265	5	0	5	0	0
KRTAP5-AS1:338651|KRTAP5-1:387264	13	0	13	0	0
AVEN:57099	6	0	6	0	0
AKAP8:10270	63	0	45	0	0
RRH:10692	7	0	6	0	0
GAPVD1:26130	19	0	2	0	0
MED10:84246	2	0	2	0	0
TM4SF5:9032	3	0	3	0	0
PLD3:23646	75	0	35	0	0
AGAP3:116988	13	0	11	0	0
PRTFDC1:56952	7	0	6	0	0
RPS4X:6191	4	0	3	0	0
NLRP1:22861	671	5	380	0	5
SQSTM1:8878	582	3	271	32	4
LRIT1:26103	28	0	27	0	0
GNPTAB:79158	1188	25	254	236	42
FOXN1:8456	485	1	235	38	1
UQCC2:84300	48	0	11	0	1
RHEBL1:121268	3	0	3	0	0
MGAT2:4247|DNAAF2:55172	6	0	1	0	0
MYH14:79784	951	4	420	10	4
TENM1:10178	75	1	37	0	1
TIAM2:26230	37	0	32	0	0
WDFY3:23001|WDFY3-AS1:100874023	32	0	18	5	0
EMB:133418	5	0	4	0	0
RAG2:5897	417	31	199	34	33
FSTL5:56884|LOC101928052:101928052	1	0	1	0	0
CCAR1:55749	13	0	13	0	0
GUCY2D:3000	993	53	451	97	57
TUBE1:51175	8	0	8	0	0
FNDC5:252995	7	0	5	0	0
PPP1R9A:55607|PPP1R9A-AS1:105375405	4	0	3	0	0
FBXO44:93611	5	0	5	0	0
MRGPRX1:259249	10	0	8	0	0
TCF3:6929	688	2	307	12	3
TM2D1:83941	8	0	8	0	0
STX6:10228	7	0	7	0	0
OR52W1:120787	9	0	9	0	0
PPP1R15A:23645|LOC119369030:119369030	2	0	2	0	0
CDH20:28316	18	0	17	0	0
HOXA7:3204|HOXA-AS3:100133311	6	0	6	0	0
CTSL:1514	10	0	9	0	0
RADX:55086	2	0	1	0	0
AMH:268	112	2	61	9	2
ICA1L:130026	9	0	9	0	0
EVI5L:115704	11	0	11	0	0
MFNG:4242	11	0	11	0	0
TRAPPC12:51112	107	0	58	7	2
CDT1:81620	319	3	160	9	6
OR8B12:219858	10	0	10	0	0
MRPL23:6150|H19-ICR:105259599	2	0	0	0	0
PCDH9:5101|PCDH9-AS2:100874064	1	0	1	0	0
C3orf33:285315	1	0	1	0	0
GALT:2592	623	62	173	88	70
MED1:5469	24	0	22	0	0
CYP2U1:113612|CYP2U1-AS1:101929595	85	1	45	6	2
CTDP1:9150	426	0	178	0	1
GDF15:9518	15	0	12	0	0
DHX34:9704	80	2	61	1	2
CEP68:23177	39	0	32	0	0
WDR12:55759	9	0	9	0	0
PDP1:54704	141	0	63	5	0
MMP26:56547|OR51T1:401665	6	0	6	0	0
NT5E:4907	39	1	22	2	1
GBA3:57733	18	0	17	0	0
KCTD12:115207	5	0	3	0	0
DUSP4:1846	8	0	8	0	0
MSH2:4436	6265	82	2446	1306	258
PCDHB@:56116|PCDHB12:56124	33	0	33	0	0
PABPC1L2A:340529	1	0	1	0	0
VLDLR:7436|VLDLR-AS1:401491	41	0	3	1	0
ECE1:1889	47	4	18	0	4
OTOF:9381|LOC112840921:112840921	2	0	0	0	0
BRD8:10902|LOC112997560:112997560	1	0	1	0	0
MT-ATP6:4508|MT-ATP8:4509	31	2	26	4	0
TMEM242:729515	5	0	5	0	0
CD200:4345	4	0	4	0	0
DEFB121:245934	1	0	1	0	0
PKN3:29941	44	0	43	0	0
RASGEF1B:153020	12	0	11	0	0
TREX2:11219	12	0	10	0	0
FBXO43:286151	10	1	6	2	2
TAGAP:117289|TAGAP-AS1:105378083	13	0	13	0	0
TSEN15:116461	26	2	11	0	2
PI4KA:5297	200	7	45	13	10
KCNJ11:3767	390	18	168	2	18
PAK1:5058	40	13	17	0	13
OR6B1:135946	2	0	2	0	0
PTGS1:5742	18	0	11	0	0
CEP126:57562|ANGPTL5:253935	2	0	2	0	0
IFIT1:3434	9	0	8	0	0
MFSD8:256471	788	9	314	77	14
ZDHHC11:79844	28	0	26	0	0
SLC25A2:83884	5	0	5	0	0
XPA:7507	264	0	41	50	8
ACO2:50|PHF5A:84844	1	0	1	0	0
ANXA1:301	16	0	8	0	0
EPB41L2:2037|LOC121740666:121740666	2	0	2	0	0
PSG8:440533	26	0	23	0	0
PEX11G:92960	9	0	8	0	0
SNCG:6623|MMRN2:79812	1	0	1	0	0
PCDH15:65217	2706	6	823	240	21
PI4KA:5297|SNAP29:9342	5	0	0	0	0
VPS35:55737	177	2	56	0	2
WDR75:84128	15	0	15	0	0
CDK12:51755	77	1	35	0	1
PSD:5662	31	0	21	0	0
MC2R:4158	157	17	15	8	18
C6orf118:168090	8	0	8	0	0
TWF1:5756	3	0	3	0	0
LRRC8A:56262	269	0	122	0	0
CALCOCO2:10241	8	0	7	0	0
AHDC1:27245	745	2	393	108	3
HLA-DPA1:3113	1	0	1	0	0
ELMO2:63916	42	0	7	6	0
LPIN2:9663	766	0	241	22	5
SLC47A1:55244	20	0	15	0	0
SHH:6469|LMBR1:64327|ZRS:105804841	5	0	0	0	0
NLRP3:114548	777	45	377	1	45
DENND2A:27147	22	0	22	0	0
OOEP:441161	5	0	5	0	0
TFAP2D:83741	6	0	3	0	0
U2AF1L4:199746	10	0	9	0	0
GDPD1:284161	5	0	5	0	0
ZSCAN12:9753	19	0	18	0	0
TGM2:7052	38	0	11	0	0
EXOC3L2:90332	36	1	15	1	1
SULT1A1:6817	10	0	7	0	0
UCN3:114131	10	0	7	0	0
PWP2:5822|LOC121853021:121853021	2	0	2	0	0
FOXO4:4303	10	0	8	0	0
MANF:7873	6	0	5	0	0
IQSEC2:23096	933	14	366	121	30
CD53:963|LRIF1:55791	3	0	2	0	0
SOX18:54345	61	2	35	4	2
NOX1:27035	18	0	15	0	0
SNRPD2:6633	1	0	1	0	0
ENTPD2:954	23	0	21	0	0
ADTRP:84830	5	0	5	0	0
IL1B:3553	15	0	5	0	0
TOPBP1:11073	40	0	39	0	0
FBF1:85302	19	0	19	0	0
ANKRD35:148741	16	0	13	0	0
CYP27A1:1593	890	16	333	94	21
ROPN1:54763	7	0	6	0	0
PLPP1:8611|MTREX:23517	1	0	1	0	0
CBL:867|FRA11B:109280160	17	0	0	0	0
ANO8:57719|GTPBP3:84705	3	0	1	0	0
KIAA1755:85449	42	0	40	0	0
SAFB:6294	7	0	6	0	0
CXorf22:170063|CFAP47:286464	11	0	11	0	0
IDH3A:3419	228	2	84	12	3
HNRNPA1L2:144983	12	0	12	0	0
OR4K14:122740	7	0	7	0	0
ADAMTS1:9510	48	1	35	0	1
HNRNPUL1:11100	9	0	8	0	0
OSBPL8:114882	12	0	12	0	0
ACADL:33	19	0	11	0	0
ASZ1:136991	16	0	15	0	0
BLOC1S1:2647|ITGA7:3679|BLOC1S1-RDH5:100528022	1	0	1	0	0
EIF3D:8664	6	0	2	0	0
C19orf81:342918	3	0	3	0	0
OR13A1:79290	9	0	9	0	0
YTHDF2:51441	10	0	10	0	0
SOAT1:6646	16	0	11	0	0
FAM3D:131177	6	0	5	0	0
CITED2:10370	31	1	13	1	1
SLC35D2:11046	12	0	12	0	0
OR4P4:81300	13	0	13	0	0
MEOX2:4223	6	0	6	0	0
SLC37A2:219855	14	0	13	0	0
PCK1:5105	193	0	80	2	0
SIGLEC12:89858	24	0	21	0	0
GALNS:2588|TRAPPC2L:51693	61	2	20	9	3
TRMT2A:27037	16	0	15	0	0
FKBP2:2286|LOC114841035:114841035	1	0	1	0	0
FUCA1:2517	278	7	116	27	12
GPR149:344758	26	0	24	0	0
NQO1:1728	169	1	73	1	1
GCK:2645	794	104	314	85	116
CENPV:201161	10	0	10	0	0
ZNF827:152485	27	0	23	0	0
GNRH2:2797	8	0	4	0	0
AGGF1:55109	18	0	13	1	0
FAM136A:84908	7	0	5	0	1
TSFM:10102	386	3	122	28	5
NRGN:4900	2	0	2	0	0
PCF11:51585|ANKRD42-DT:100506282	2	0	2	0	0
PCGF6:84108	8	0	5	0	0
KL:9365	324	1	152	0	1
NRP1:8829	28	0	21	0	0
FOXRED2:80020	19	0	19	0	0
DHX37:57647	314	9	144	1	10
MT-ND6:4541	102	9	87	2	9
CARD16:114769	8	0	7	0	0
FRMPD4:9758	196	1	125	7	2
PATJ:10207	29	0	20	0	0
ADAM11:4185	19	0	17	0	0
USP45:85015|TSTD3:100130890	44	3	29	1	4
ELAPOR1:57535	2	0	0	0	0
ARHGEF39:84904	6	0	6	0	0
LYSMD4:145748	9	0	9	0	0
SLC6A19:340024	361	5	149	12	5
MPPE1:65258	14	0	14	0	0
RAB6B:51560	2	0	1	0	0
CAST:831	104	0	32	2	0
GABRG1:2565	10	0	9	0	0
RORB:6096|RORB-AS1:103752585	5	0	0	0	0
CYP2C18:1562	16	0	13	0	0
KAZN:23254	10	0	10	0	0
DYNLT2B:255758|TM4SF19-DYNLT2B:100534611	23	0	9	3	0
MECOM:2122|TERC:7012	3	0	0	0	3
ZNF277:11179	17	0	13	0	0
PSMC1:5700	3	0	0	0	0
MYH6:4624	1730	5	890	7	6
ANXA2:302	3	0	3	0	0
STK40:83931	12	0	10	0	0
HACE1:57531	187	2	55	18	4
TRHR:7201	14	2	7	1	3
NUP107:57122	204	6	46	10	8
EIF3J:8669|SPG11:80208	4	0	0	0	0
XCL2:6846	3	0	3	0	0
CSNK2B:1460|LY6G5B:58496	1	0	0	0	0
TSC1:7248|GFI1B:8328|MIR548AW:100846992	2	0	0	0	0
ERCC6:2074	1052	8	306	140	22
HLA-DQB2:3120	1	0	0	0	0
FUBP3:8939	8	0	7	0	0
ZNF556:80032	13	0	13	0	0
LMNB1:4001	176	4	62	1	5
CUL3:8452	317	4	46	35	15
UHRF1:29128	10	0	10	0	0
C14orf28:122525|LOC101927418:101927418	6	0	5	0	0
NEK2:4751	193	0	96	1	0
ZBTB32:27033	15	0	15	0	0
SUV39H1:6839	3	0	2	0	0
PRDX6:9588	5	0	4	0	0
ABHD6:57406	9	0	8	0	0
IGFBP7:3490	8	1	3	1	1
OLAH:55301|ACBD7-DCLRE1CP1:108949267	12	0	12	0	0
CREBBP:1387	1587	83	584	266	106
ANP32A:8125	3	0	0	0	0
PDGFRB:5159	476	13	187	5	13
RPH3A:22895	21	1	16	0	1
PCTP:58488	6	0	6	0	0
PLPPR3:79948|MIR3187:100422854	1	0	1	0	0
BARHL1:56751	9	0	9	0	0
APIP:51074	4	0	4	0	0
PPAT:5471	3	0	3	0	0
AEN:64782	13	0	13	0	0
SERPINH1:871|LOC110121439:110121439|LOC116216154:116216154|LOC116216155:116216155	1	0	0	0	1
DUSP6:1848	46	0	21	1	0
GPR174:84636	10	0	6	0	0
ZNF276:92822	24	0	24	0	0
CORO6:84940	18	0	17	0	0
NANP:140838	4	0	4	0	0
FAM8A1:51439	11	0	11	0	0
FAM166A:401565	24	0	23	0	0
RNF144A:9781	12	0	11	0	0
SCRT2:85508	5	0	5	0	0
ECI2:10455	4	0	3	0	0
ALAS2:212|LOC108511947:108511947	2	0	0	0	0
PEX10:5192|RER1:11079	23	0	0	0	0
LIPG:9388	71	0	34	0	0
KMT2E:55904	531	4	246	55	9
ZNF18:7566	6	0	6	0	0
KIAA1656:85371|CCDC157:550631	22	0	22	0	0
C7orf50:84310	2	0	2	0	0
FBXW9:84261	15	0	15	0	0
PKD1:5310|MIR6511B1:102465429	12	1	3	1	1
MT-CO1:4512|MT-TS1:4574	5	0	0	3	1
RMRP:6023|CCDC107:203260	2	0	0	0	1
STX17:55014	10	0	10	0	0
NELFB:25920	15	0	15	0	0
TMEM88:92162	9	0	9	0	0
TINF2:26277	375	9	176	11	8
KLC1:3831|XRCC3:7517	11	0	10	0	0
ZBTB42:100128927	24	1	16	0	1
TNFRSF4:7293	228	1	146	0	1
C16orf86:388284	1	0	1	0	0
UCMA:221044	5	0	3	0	0
ZSWIM1:90204	13	0	13	0	0
GABRE:2564	25	0	17	3	0
DOK1:1796|LOXL3:84695|LOC121725097:121725097	1	0	0	0	0
SHROOM4:57477	131	0	101	2	0
CRHBP:1393	7	0	5	0	0
DUSP2:1844	14	0	13	0	0
SLC30A4:7782|SLC30A4-AS1:105376714	7	0	7	0	0
HAUS7:55559	27	0	13	0	0
MBNL2:10150	4	0	4	0	0
MYBL1:4603	14	0	13	0	0
HVCN1:84329	2	0	2	0	0
ANAPC16:119504	2	0	2	0	0
RSBN1L:222194	16	0	16	0	0
CIT:11113	452	6	139	7	9
VCPKMT:79609	8	0	7	0	0
HAPLN2:60484	11	0	10	0	0
CCNO:10309|LOC123493308:123493308	4	0	0	0	0
CSDE1:7812	41	0	24	7	0
CLIP2:7461	41	0	27	0	0
CCDC3:83643	14	0	12	0	0
CD9:928	3	0	0	0	0
LRRN4CL:221091	7	0	7	0	0
ARHGEF7:8874|ARHGEF7-AS2:100874238	2	0	1	0	0
XIRP2:129446	177	0	146	0	0
RABEP1:9135	16	0	14	0	0
NUP210L:91181	33	0	32	0	0
FAT2:2196	167	0	105	0	0
APCDD1L:164284	22	0	22	0	0
UNC5D:137970	9	0	7	0	0
CYP3A4:1576|LOC110366354:110366354	1	0	0	0	0
DDX47:51202	21	0	21	0	0
RBM4B:83759	14	0	14	0	0
